name	length	species	type	subtype	description	classification
Halyomorpha_halys-1_family-717	101	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-718	359	Halyomorpha_halys	LINE	R1	R1 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;R1-subgroup;R1
Halyomorpha_halys-1_family-719	142	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-72	68	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-720	121	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-721	411	Halyomorpha_halys	LINE	L2	L2 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;CR1-group;L2-group;L2
Halyomorpha_halys-1_family-722	203	Halyomorpha_halys	LINE	.	LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE
Halyomorpha_halys-1_family-723	54	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-724	267	Halyomorpha_halys	DNA	TcMar-Mariner	TcMar-Mariner DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Mariner
Halyomorpha_halys-1_family-725	278	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-726	132	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-727	82	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-728	108	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-729	210	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-73	110	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-730	393	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-731	103	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-732	53	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-733	331	Halyomorpha_halys	DNA	TcMar-Mariner	TcMar-Mariner DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Mariner
Halyomorpha_halys-1_family-734	60	Halyomorpha_halys	DNA	.	DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat
Halyomorpha_halys-1_family-735	279	Halyomorpha_halys	DNA	TcMar-Mariner	TcMar-Mariner DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Mariner
Halyomorpha_halys-1_family-736	249	Halyomorpha_halys	LINE	I	I LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;I
Halyomorpha_halys-1_family-737	205	Halyomorpha_halys	LINE	RTE-BovB	RTE-BovB LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB
Halyomorpha_halys-1_family-738	74	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-739	161	Halyomorpha_halys	DNA	hAT-Charlie	hAT-Charlie DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
Halyomorpha_halys-1_family-74	153	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-740	104	Halyomorpha_halys	DNA	TcMar-Mariner	TcMar-Mariner DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Mariner
Halyomorpha_halys-1_family-741	93	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-742	405	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-743	65	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-744	321	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-745	321	Halyomorpha_halys	LINE	RTE-BovB	RTE-BovB LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB
Halyomorpha_halys-1_family-746	454	Halyomorpha_halys	LINE	I	I LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;I
Halyomorpha_halys-1_family-747	154	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-748	360	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-749	62	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-75	118	Halyomorpha_halys	SINE	tRNA-V-CR1	tRNA-V-CR1 SINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE-dependent_Retroposon;SINE;tRNA_Promoter;V-core;CR1-end
Halyomorpha_halys-1_family-750	148	Halyomorpha_halys	LINE	Dong-R4	Dong-R4 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-1;R4-like;Dong-R4
Halyomorpha_halys-1_family-751	93	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-752	314	Halyomorpha_halys	LINE	I-Jockey	I-Jockey LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;Jockey
Halyomorpha_halys-1_family-753	174	Halyomorpha_halys	DNA	hAT-Charlie	hAT-Charlie DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
Halyomorpha_halys-1_family-754	212	Halyomorpha_halys	LINE	I	I LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;I
Halyomorpha_halys-1_family-755	102	Halyomorpha_halys	DNA	hAT-Tip100	hAT-Tip100 DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Tip100
Halyomorpha_halys-1_family-756	106	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-757	319	Halyomorpha_halys	DNA	TcMar-Mariner	TcMar-Mariner DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Mariner
Halyomorpha_halys-1_family-758	135	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-759	79	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-76	769	Halyomorpha_halys	LINE	L2	L2 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;CR1-group;L2-group;L2
Halyomorpha_halys-1_family-760	177	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-761	123	Halyomorpha_halys	LINE	Penelope	Penelope LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Penelope-like_Elements
Halyomorpha_halys-1_family-762	205	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-763	105	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-764	48	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-765	116	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-766	307	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-767	125	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-768	242	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-769	227	Halyomorpha_halys	Satellite	.	Satellite	Tandem_Repeat;Satellite
Halyomorpha_halys-1_family-77	94	Halyomorpha_halys	SINE	tRNA-V-CR1	tRNA-V-CR1 SINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE-dependent_Retroposon;SINE;tRNA_Promoter;V-core;CR1-end
Halyomorpha_halys-1_family-770	52	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-771	72	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-772	80	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-773	341	Halyomorpha_halys	LINE	R1	R1 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;R1-subgroup;R1
Halyomorpha_halys-1_family-774	81	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-775	164	Halyomorpha_halys	LINE	RTE-BovB	RTE-BovB LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB
Halyomorpha_halys-1_family-776	95	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-777	195	Halyomorpha_halys	LINE	R1	R1 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;R1-subgroup;R1
Halyomorpha_halys-1_family-778	136	Halyomorpha_halys	LINE	RTE-BovB	RTE-BovB LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB
Halyomorpha_halys-1_family-779	72	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-78	90	Halyomorpha_halys	SINE	tRNA-V-CR1	tRNA-V-CR1 SINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE-dependent_Retroposon;SINE;tRNA_Promoter;V-core;CR1-end
Halyomorpha_halys-1_family-780	411	Halyomorpha_halys	DNA	TcMar-Tc1	TcMar-Tc1 DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Tc1
Halyomorpha_halys-1_family-781	59	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-782	110	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-783	196	Halyomorpha_halys	DNA	TcMar-Mariner	TcMar-Mariner DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Tc1-Mariner-like_Element;Mariner
Halyomorpha_halys-1_family-784	63	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-785	77	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-786	54	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-787	380	Halyomorpha_halys	LINE	I	I LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;I
Halyomorpha_halys-1_family-788	181	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-789	168	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-79	304	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-790	93	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-791	82	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-792	145	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-793	226	Halyomorpha_halys	LINE	L2	L2 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;CR1-group;L2-group;L2
Halyomorpha_halys-1_family-794	91	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-795	67	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-796	113	Halyomorpha_halys	LINE	RTE-BovB	RTE-BovB LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB
Halyomorpha_halys-1_family-797	143	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-798	247	Halyomorpha_halys	LINE	RTE-BovB	RTE-BovB LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB
Halyomorpha_halys-1_family-799	78	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-8	300	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-80	256	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-800	235	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-801	433	Halyomorpha_halys	DNA	Sola-2	Sola-2 DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;Sola-group;Sola-2
Halyomorpha_halys-1_family-802	87	Halyomorpha_halys	DNA	hAT-Charlie	hAT-Charlie DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
Halyomorpha_halys-1_family-803	132	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-804	101	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-805	179	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-806	175	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-807	120	Halyomorpha_halys	LINE	I	I LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;I
Halyomorpha_halys-1_family-808	49	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-809	65	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-81	387	Halyomorpha_halys	LINE	RTE-BovB	RTE-BovB LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB
Halyomorpha_halys-1_family-810	129	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-811	281	Halyomorpha_halys	LINE	Dong-R4	Dong-R4 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-1;R4-like;Dong-R4
Halyomorpha_halys-1_family-812	438	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-813	223	Halyomorpha_halys	LINE	L2	L2 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;CR1-group;L2-group;L2
Halyomorpha_halys-1_family-814	148	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-815	55	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-816	156	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-817	54	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-818	82	Halyomorpha_halys	Satellite	.	Satellite	Tandem_Repeat;Satellite
Halyomorpha_halys-1_family-819	89	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-82	75	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-820	152	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-821	276	Halyomorpha_halys	LINE	L2	L2 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;CR1-group;L2-group;L2
Halyomorpha_halys-1_family-822	148	Halyomorpha_halys	LINE	I	I LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;R1-like;R1-group;I-group;I
Halyomorpha_halys-1_family-823	107	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-824	383	Halyomorpha_halys	LINE	Dong-R4	Dong-R4 LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-1;R4-like;Dong-R4
Halyomorpha_halys-1_family-825	185	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-826	51	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-827	720	Halyomorpha_halys	DNA	hAT-Charlie	hAT-Charlie DNA Transposon	Interspersed_Repeat;Transposable_Element;DNA_Transposon;Terminal_Inverted_Repeat;hAT_Element;Charlie
Halyomorpha_halys-1_family-828	52	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
Halyomorpha_halys-1_family-829	123	Halyomorpha_halys	LINE	RTE-BovB	RTE-BovB LINE element	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;LINE;Group-II;Group-2;RTE-like;RTE-group;BovB
Halyomorpha_halys-1_family-83	97	Halyomorpha_halys	Unknown	.	Repetitive element of unknown type	Interspersed_Repeat;Unknown
